Atno	Neutrons	Mass	Abundance
48	80	127.927760617	0
48	81	128.932260	0
48	82	129.933980	0
49	49	97.942240	0
49	50	98.934610	0
49	51	99.931149033	0
49	52	100.926560	0
49	53	101.924707541	0
49	54	102.919913896	0
49	55	103.918338416	0
49	56	104.914673434	0
49	57	105.913461134	0
49	58	106.910292195	0
49	59	107.909719683	0
49	60	108.907154078	0
49	61	109.907168783	0
49	62	110.905110677	0
49	63	111.905533338	0
49	64	112.904061223	4.4932
49	65	113.904916758	0
49	66	114.903878328	100.0000
49	67	115.905259995	0
49	68	116.904515731	0
49	69	117.906354623	0
49	70	118.905846334	0
49	71	119.907961505	0
49	72	120.907848847	0
49	73	121.910277103	0
49	74	122.910438951	0
49	75	123.913175916	0
49	76	124.913601387	0
49	77	125.916464532	0
49	78	126.917344048	0
49	79	127.920170658	0
49	80	128.921657958	0
49	81	129.924854941	0
49	82	130.926767408	0
49	83	131.932919005	0
49	84	132.938340	0
49	85	133.944660	0
50	50	99.938954	0
50	51	100.936060	0
50	52	101.930490	0
50	53	102.928130	0
50	54	103.923185469	0
50	55	104.921390409	0
50	56	105.916880472	0
50	57	106.915666702	0
50	58	107.911965339	0
50	59	108.911286879	0
50	60	109.907852688	0
50	61	110.907735404	0
50	62	111.904820810	3.0864
50	63	112.905173373	0
50	64	113.902781816	2.1605
50	65	114.903345973	1.2346
50	66	115.901744149	45.3704
50	67	116.902953765	23.7654
50	68	117.901606328	75.0000
50	69	118.903308880	26.5432
50	70	119.902196571	100.0000
50	71	120.904236867	0
50	72	121.903440138	14.1975
50	73	122.905721901	0
50	74	123.905274630	17.2840
50	75	124.907784924	0
50	76	125.907653953	0
50	77	126.910350980	0
50	78	127.910534953	0
50	79	128.913439976	0
50	80	129.913852185	0
50	81	130.916919144	0
50	82	131.917744455	0
50	83	132.923814085	0
50	84	133.928463576	0
50	85	134.934730	0
50	86	135.939340	0
50	87	136.945790	0
51	52	102.940120	0
51	53	103.936287	0
51	54	104.931528593	0
51	55	105.928183134	0
51	56	106.924150	0
51	57	107.922160	0
51	58	108.918136092	0
51	59	109.917533911	0
51	60	110.912534147	0
51	61	111.912394640	0
51	62	112.909377941	0
51	63	113.909095876	0
51	64	114.906598812	0
51	65	115.906797235	0
51	66	116.904839590	0
51	67	117.905531885	0
51	68	118.903946460	0
51	69	119.905074315	0
51	70	120.903818044	100.0000
51	71	121.905175415	0
51	72	122.904215696	74.5201
51	73	123.905937525	0
51	74	124.905247804	0
51	75	125.907248153	0
51	76	126.906914564	0
51	77	127.909167330	0
51	78	128.909150092	0
51	79	129.911546459	0
51	80	130.911946487	0
51	81	131.914413247	0
51	82	132.915236466	0
51	83	133.920551554	0
51	84	134.925167962	0
51	85	135.930660	0
51	86	136.935310	0
51	87	137.940960	0
51	88	138.945710	0
52	54	105.937702	0
52	55	106.935036	0
52	56	107.929486838	0
52	57	108.927456483	0
52	58	109.922407164	0
52	59	110.921120589	0
52	60	111.917061617	0
52	61	112.915452551	0
52	62	113.912498025	0
52	63	114.911578627	0
52	64	115.908420253	0
52	65	116.908634180	0
52	66	117.905825187	0
52	67	118.906408110	0
52	68	119.904019891	0.2840
52	69	120.904929815	0
52	70	121.903047064	7.6923
52	71	122.904272951	2.6864
52	72	123.902819466	14.2485
52	73	124.904424718	21.1243
52	74	125.903305543	56.0651
52	75	126.905217290	0
52	76	127.904461383	93.7574
52	77	128.906595593	0
52	78	129.906222753	100.0000
52	79	130.908521880	0
52	80	131.908523782	0
52	81	132.910939068	0
52	82	133.911540546	0
52	83	134.916450782	0
52	84	135.920103155	0
52	85	136.925324769	0
52	86	137.929220	0
52	87	138.934730	0
52	88	139.938700	0
52	89	140.944390	0
52	90	141.948500	0
53	55	107.943291	0
53	56	108.938191658	0
53	57	109.934634181	0
53	58	110.930276	0
53	59	111.927970	0
53	60	112.923644245	0
53	61	113.921850	0
53	62	114.918272	0
53	63	115.916735014	0
53	64	116.913647692	0
53	65	117.913375230	0
53	66	118.910180837	0
53	67	119.910047843	0
53	68	120.907366063	0
53	69	121.907592451	0
53	70	122.905597944	0
53	71	123.906211423	0
53	72	124.904624150	0
53	73	125.905619387	0
53	74	126.904468420	100.0000
53	75	127.905805254	0
53	76	128.904987487	0
53	77	129.906674018	0
53	78	130.906124168	0
53	79	131.907994525	0
53	80	132.907806465	0
53	81	133.909876552	0
53	82	134.910050310	0
53	83	135.914655105	0
53	84	136.917872653	0
53	85	137.922383666	0
53	86	138.926093402	0
53	87	139.931210	0
53	88	140.934830	0
53	89	141.940180	0
53	90	142.944070	0
53	91	143.949610	0
54	56	109.944476	0
54	57	110.941632	0
54	58	111.935665350	0
54	59	112.933382836	0
54	60	113.928145	0
54	61	114.926979032	0
54	62	115.921394197	0
54	63	116.920564355	0
54	64	117.916570920	0
54	65	118.915554295	0
54	66	119.912151990	0
54	67	120.911386497	0
54	68	121.908548396	0
54	69	122.908470748	0
54	70	123.905895774	0.3717
54	71	124.906398236	0
54	72	125.904268868	0.3346
54	73	126.905179581	0
54	74	127.903530436	7.1004
54	75	128.904779458	98.1413
54	76	129.903507903	15.2416
54	77	130.905081920	78.8104
54	78	131.904154457	100.0000
54	79	132.905905660	0
54	80	133.905394504	38.6617
54	81	134.907207499	0
54	82	135.907219526	33.0855
54	83	136.911562939	0
54	84	137.913988549	0
54	85	138.918786859	0
54	86	139.921635665	0
54	87	140.926646282	0
54	88	141.929702981	0
54	89	142.934890	0
54	90	143.938230	0
54	91	144.943670	0
54	92	145.947300	0
54	93	146.953010	0
55	57	111.950331	0
55	58	112.944535512	0
55	59	113.940841319	0
55	60	114.935939	0
55	61	115.932914152	0
55	62	116.928639484	0
55	63	117.926554883	0
55	64	118.922370879	0
55	65	119.920678219	0
55	66	120.917183637	0
55	67	121.916121946	0
55	68	122.912990168	0
55	69	123.912245731	0
55	70	124.909724871	0
55	71	125.909447953	0
55	72	126.907417600	0
55	73	127.907747919	0
55	74	128.906063369	0
55	75	129.906706163	0
55	76	130.905460232	0
55	77	131.906429799	0
55	78	132.905446870	100.0000
55	79	133.906713419	0
55	80	134.905971903	0
55	81	135.907305741	0
55	82	136.907083505	0
55	83	137.911010537	0
55	84	138.913357921	0
55	85	139.917277075	0
55	86	140.920043984	0
55	87	141.924292317	0
55	88	142.927330292	0
55	89	143.932027373	0
55	90	144.935388226	0
55	91	145.940162028	0
55	92	146.943864435	0
55	93	147.948899539	0
55	94	148.952720	0
55	95	149.957970	0
55	96	150.962000	0
56	58	113.950941	0
56	59	114.947710	0
56	60	115.941680	0
56	61	116.937700229	0
56	62	117.933440	0
56	63	118.931051927	0
56	64	119.926045941	0
56	65	120.924485908	0
56	66	121.920260	0
56	67	122.918850	0
56	68	123.915088437	0
56	69	124.914620234	0
56	70	125.911244146	0
56	71	126.911121328	0
56	72	127.908308870	0
56	73	128.908673749	0
56	74	129.906310478	0.1478
56	75	130.906930798	0
56	76	131.905056152	0.1409
56	77	132.906002368	0
56	78	133.904503347	3.3710
56	79	134.905682749	9.1939
56	80	135.904570109	10.9540
56	81	136.905821414	15.6625
56	82	137.905241273	100.0000
56	83	138.908835384	0
56	84	139.910599485	0
56	85	140.914406439	0
56	86	141.916448175	0
56	87	142.920617184	0
56	88	143.922940468	0
56	89	144.926923807	0
56	90	145.930106645	0
56	91	146.933992519	0
56	92	147.937682377	0
56	93	148.942460	0
56	94	149.945620	0
56	95	150.950700	0
56	96	151.954160	0
56	97	152.959610	0
57	60	116.950010	0
57	61	117.946570	0
57	62	118.940990	0
57	63	119.938070	0
57	64	120.933010	0
57	65	121.930710	0
57	66	122.926240	0
57	67	123.924530	0
57	68	124.920670	0
57	69	125.919370	0
57	70	126.916160	0
57	71	127.915447940	0
57	72	128.912667334	0
57	73	129.912320	0
57	74	130.910108489	0
57	75	131.910110399	0
57	76	132.908396372	0
57	77	133.908489607	0
57	78	134.906971003	0
57	79	135.907651181	0
57	80	136.906465656	0
57	81	137.907106826	0.0901
57	82	138.906348160	100.0000
57	83	139.909472552	0
57	84	140.910957016	0
57	85	141.914074489	0
57	86	142.916058646	0
57	87	143.919591666	0
57	88	144.921638370	0
57	89	145.925700146	0
57	90	146.927819639	0
57	91	147.932191197	0
57	92	148.934370	0
57	93	149.938570	0
57	94	150.941560	0
57	95	151.946110	0
57	96	152.949450	0
57	97	153.954400	0
57	98	154.958130	0
58	61	118.952760	0
58	62	119.946640	0
58	63	120.943670	0
58	64	121.938010	0
58	65	122.935510	0
58	66	123.930520	0
58	67	124.928540	0
58	68	125.924100	0
58	69	126.922750	0
58	70	127.918870	0
58	71	128.918679183	0
58	72	129.914339361	0
58	73	130.914424137	0
58	74	131.911490	0
58	75	132.911550	0
58	76	133.909026379	0
58	77	134.909145555	0
58	78	135.907143574	0.2147
58	79	136.907777634	0
58	80	137.905985574	0.2825
58	81	138.906646605	0
58	82	139.905434035	100.0000
58	83	140.908271103	0
58	84	141.909239733	12.5226
58	85	142.912381158	0
58	86	143.913642686	0
58	87	144.917227871	0
58	88	145.918689722	0
58	89	146.922510962	0
58	90	147.924394738	0
58	91	148.928289207	0
58	92	149.930226399	0
58	93	150.934040	0
58	94	151.936380	0
58	95	152.940580	0
58	96	153.943320	0
58	97	154.948040	0
58	98	155.951260	0
58	99	156.956340	0
59	62	120.955364	0
59	63	121.951650	0
59	64	122.945960	0
59	65	123.942960	0
59	66	124.937830	0
59	67	125.935310	0
59	68	126.930830	0
59	69	127.928800	0
59	70	128.924860	0
59	71	129.923380	0
59	72	130.920060245	0
59	73	131.919120	0
59	74	132.916200	0
59	75	133.915672	0
59	76	134.913139140	0
59	77	135.912646935	0
59	78	136.910678351	0
59	79	137.910748891	0
59	80	138.908932181	0
59	81	139.909071204	0
59	82	140.907647726	100.0000
59	83	141.910039865	0
59	84	142.910812233	0
59	85	143.913300595	0
59	86	144.914506897	0
59	87	145.917588016	0
59	88	146.918979001	0
59	89	147.922183237	0
59	90	148.923791056	0
59	91	149.926995031	0
59	92	150.928227869	0
59	93	151.931600	0
59	94	152.933650	0
59	95	153.937390	0
59	96	154.939990	0
59	97	155.944120	0
59	98	156.947170	0
59	99	157.951780	0
59	100	158.955230	0
60	66	125.943070	0
60	67	126.940500	0
60	68	127.935390	0
60	69	128.932385	0
60	70	129.928780	0
60	71	130.927102697	0
60	72	131.923120	0
60	73	132.922210	0
60	74	133.918645	0
60	75	134.918240	0
60	76	135.915020542	0
60	77	136.914639730	0
60	78	137.912917450	0
60	79	138.911924150	0
60	80	139.909309824	0
60	81	140.909604800	0
60	82	141.907718643	100.0000
60	83	142.909809626	44.8949
60	84	143.910082629	87.7258
60	85	144.912568847	30.5934
60	86	145.913112139	63.3616
60	87	146.916095794	0
60	88	147.916888516	21.2311
60	89	148.920144190	0
60	90	149.920886563	20.7888
60	91	150.923824739	0
60	92	151.924682428	0
60	93	152.927694534	0
60	94	153.929483295	0
60	95	154.932629551	0
60	96	155.935200	0
60	97	156.939270	0
60	98	157.941870	0
60	99	158.946390	0
60	100	159.949390	0
60	101	160.954330	0
61	67	127.948260	0
61	68	128.943160	0
61	69	129.940450	0
61	70	130.935800	0
61	71	131.933750	0
61	72	132.929720	0
61	73	133.928490	0
61	74	134.924617	0
61	75	135.923447865	0
61	76	136.920713	0
61	77	137.920432261	0
61	78	138.916759814	0
61	79	139.915801649	0
61	80	140.913606636	0
61	81	141.912950738	0
61	82	142.910927571	0
61	83	143.912585768	0
61	84	144.912743879	0
61	85	145.914692165	0
61	86	146.915133898	0
61	87	147.917467786	0
61	88	148.918329195	0
61	89	149.920979477	0
61	90	150.921202693	0
61	91	151.923490557	0
61	92	152.924113189	0
61	93	153.926547019	0
61	94	154.928097047	0
61	95	155.931060357	0
61	96	156.933200	0
61	97	157.936690	0
61	98	158.939130	0
61	99	159.942990	0
61	100	160.945860	0
61	101	161.950290	0
61	102	162.953520	0
62	68	129.948630	0
62	69	130.945890	0
62	70	131.940820	0
62	71	132.938730	0
62	72	133.934020	0
62	73	134.932350	0
62	74	135.928300	0
62	75	136.927046709	0
62	76	137.923540	0
62	77	138.922302000	0
62	78	139.918991000	0
62	79	140.918468512	0
62	80	141.915193274	0
62	81	142.914623555	0
62	82	143.911994730	11.6540
62	83	144.913405611	0
62	84	145.913036760	0
62	85	146.914893275	56.7670
62	86	147.914817914	42.4810
62	87	148.917179521	52.2560
62	88	149.917271454	27.8200
62	89	150.919928351	0
62	90	151.919728244	100.0000
62	91	152.922093907	0
62	92	153.922205303	84.9620
62	93	154.924635940	0
62	94	155.925526236	0
62	95	156.928354506	0
62	96	157.929987938	0
62	97	158.933200	0
62	98	159.935140	0
62	99	160.938830	0
62	100	161.941220	0
62	101	162.945360	0
62	102	163.948280	0
62	103	164.952980	0
63	69	131.954160	0
63	70	132.948900	0
63	71	133.946320	0
63	72	134.941720	0
63	73	135.939500	0
63	74	136.935210	0
63	75	137.933450	0
63	76	138.928829150	0
63	77	139.928083921	0
63	78	140.924885867	0
63	79	141.923400033	0
63	80	142.920286634	0
63	81	143.918774116	0
63	82	144.916261285	0
63	83	145.917199714	0
63	84	146.916741206	0
63	85	147.918153775	0
63	86	148.917925922	0
63	87	149.919698294	0
63	88	150.919846022	91.5709
63	89	151.921740399	0
63	90	152.921226219	100.0000
63	91	153.922975386	0
63	92	154.922889429	0
63	93	155.924750855	0
63	94	156.925419435	0
63	95	157.927841923	0
63	96	158.929084500	0
63	97	159.931460406	0
63	98	160.933680	0
63	99	161.937040	0
63	100	162.939210	0
63	101	163.942990	0
63	102	164.945720	0
63	103	165.949970	0
63	104	166.953050	0
64	72	135.947070	0
64	73	136.944650	0
64	74	137.939970	0
64	75	138.938080	0
64	76	139.933236934	0
64	77	140.932210	0
64	78	141.927908919	0
64	79	142.926738636	0
64	80	143.923390357	0
64	81	144.921687498	0
64	82	145.918305344	0
64	83	146.919089446	0
64	84	147.918109771	0
64	85	148.919336427	0
64	86	149.918655455	0
64	87	150.920344273	0
64	88	151.919787882	0.8052
64	89	152.921746283	0
64	90	153.920862271	8.7762
64	91	154.922618801	59.5813
64	92	155.922119552	82.4074
64	93	156.923956686	63.0032
64	94	157.924100533	100.0000
64	95	158.926385075	0
64	96	159.927050616	88.0032
64	97	160.929665688	0
64	98	161.930981211	0
64	99	162.933990	0
64	100	163.935860	0
64	101	164.939380	0
64	102	165.941600	0
64	103	166.945570	0
64	104	167.948360	0
64	105	168.952870	0
65	73	137.952870	0
65	74	138.948030	0
65	75	139.945367985	0
65	76	140.941160	0
65	77	141.939073781	0
65	78	142.934750	0
65	79	143.932530	0
65	80	144.928880	0
65	81	145.927180629	0
65	82	146.924037176	0
65	83	147.924298636	0
65	84	148.923241630	0
65	85	149.923654158	0
65	86	150.923098169	0
65	87	151.924071324	0
65	88	152.923430858	0
65	89	153.924686236	0
65	90	154.923500411	0
65	91	155.924743749	0
65	92	156.924021155	0
65	93	157.925410260	0
65	94	158.925343135	100.0000
65	95	159.927164021	0
65	96	160.927566289	0
65	97	161.929484803	0
65	98	162.930643942	0
65	99	163.933347253	0
65	100	164.934880	0
65	101	165.938050	0
65	102	166.940050	0
65	103	167.943640	0
65	104	168.946220	0
65	105	169.950250	0
65	106	170.953300	0
66	74	139.953790	0
66	75	140.951190	0
66	76	141.946695946	0
66	77	142.943830	0
66	78	143.939070	0
66	79	144.936717	0
66	80	145.932720118	0
66	81	146.930878496	0
66	82	147.927177882	0
66	83	148.927333981	0
66	84	149.925579728	0
66	85	150.926179630	0
66	86	151.924713874	0
66	87	152.925760865	0
66	88	153.924422046	0
66	89	154.925748950	0
66	90	155.924278273	0.2128
66	91	156.925461256	0
66	92	157.924404637	0.3546
66	93	158.925735660	0
66	94	159.925193718	8.2979
66	95	160.926929595	67.0212
66	96	161.926794731	90.4255
66	97	162.928727532	88.2978
66	98	163.929171165	100.0000
66	99	164.931699828	0
66	100	165.932803241	0
66	101	166.935649025	0
66	102	167.937230	0
66	103	168.940303648	0
66	104	169.942670	0
66	105	170.946480	0
66	106	171.949110	0
66	107	172.953440	0
67	75	141.959860	0
67	76	142.954690	0
67	77	143.951640	0
67	78	144.946880	0
67	79	145.944100	0
67	80	146.939840	0
67	81	147.937269	0
67	82	148.933789944	0
67	83	149.932760914	0
67	84	150.931680791	0
67	85	151.931740598	0
67	86	152.930194506	0
67	87	153.930596268	0
67	88	154.929079084	0
67	89	155.929001869	0
67	90	156.928188059	0
67	91	157.928945730	0
67	92	158.927708537	0
67	93	159.928725679	0
67	94	160.927851662	0
67	95	161.929092420	0
67	96	162.928730286	0
67	97	163.930230577	0
67	98	164.930319169	100.0000
67	99	165.932281267	0
67	100	166.933126195	0
67	101	167.935496424	0
67	102	168.936868306	0
67	103	169.939614951	0
67	104	170.941461227	0
67	105	171.944820	0
67	106	172.947290	0
67	107	173.951150	0
67	108	174.954050	0
68	76	143.960590	0
68	77	144.957460	0
68	78	145.952120	0
68	79	146.949310	0
68	80	147.944440	0
68	81	148.942780527	0
68	82	149.937171034	0
68	83	150.937460	0
68	84	151.935078452	0
68	85	152.935093125	0
68	86	153.932777294	0
68	87	154.933204273	0
68	88	155.931015001	0
68	89	156.931945517	0
68	90	157.929912	0
68	91	158.930680718	0
68	92	159.929078924	0
68	93	160.930001348	0
68	94	161.928774923	0.4167
68	95	162.930029273	0
68	96	163.929196996	4.7917
68	97	164.930722800	0
68	98	165.930289970	100.0000
68	99	166.932045448	68.3036
68	100	167.932367781	79.7619
68	101	168.934588082	0
68	102	169.935460334	44.3452
68	103	170.938025885	0
68	104	171.939352149	0
68	105	172.942400	0
68	106	173.944340	0
68	107	174.947930	0
68	108	175.950290	0
68	109	176.954370	0
69	77	145.966495	0
69	78	146.961081	0
69	79	147.957550	0
69	80	148.952650	0
69	81	149.949670	0
69	82	150.944842	0
69	83	151.944300	0
69	84	152.942027631	0
69	85	153.940832325	0
69	86	154.939191562	0
69	87	155.939006895	0
69	88	156.936756069	0
69	89	157.936996	0
69	90	158.934808966	0
69	91	159.935090772	0
69	92	160.933398042	0
69	93	161.933970147	0
69	94	162.932647648	0
69	95	163.933450972	0
69	96	164.932432463	0
69	97	165.933553133	0
69	98	166.932848844	0
69	99	167.934170375	0
69	100	168.934211117	100.0000
69	101	169.935797877	0
69	102	170.936425817	0
69	103	171.938396118	0
69	104	172.939600336	0
69	105	173.942164618	0
69	106	174.943832897	0
69	107	175.946991412	0
69	108	176.949040	0
69	109	177.952640	0
69	110	178.955340	0
70	78	147.966760	0
70	79	148.963480	0
70	80	149.957990	0
70	81	150.954657965	0
70	82	151.950167	0
70	83	152.949210	0
70	84	153.945651145	0
70	85	154.945792	0
70	86	155.942847109	0
70	87	156.942658650	0
70	88	157.939857897	0
70	89	158.940153735	0
70	90	159.937560	0
70	91	160.937357719	0
70	92	161.935750	0
70	93	162.936265492	0
70	94	163.934520	0
70	95	164.935397592	0
70	96	165.933879623	0
70	97	166.934946862	0
70	98	167.933894465	0.4088
70	99	168.935187120	0
70	100	169.934758652	9.5912
70	101	170.936322297	44.9686
70	102	171.936377696	68.8679
70	103	172.938206756	50.6918
70	104	173.938858101	100.0000
70	105	174.941272494	0
70	106	175.942568409	39.9371
70	107	176.945257126	0
70	108	177.946643396	0
70	109	178.950170	0
70	110	179.952330	0
70	111	180.956150	0
71	79	149.972668	0
71	80	150.967147	0
71	81	151.963610	0
71	82	152.958690	0
71	83	153.957100	0
71	84	154.953641324	0
71	85	155.952907	0
71	86	156.950101536	0
71	87	157.948577981	0
71	88	158.946615113	0
71	89	159.945383	0
71	90	160.943047504	0
71	91	161.943222	0
71	92	162.941203796	0
71	93	163.941215	0
71	94	164.939605886	0
71	95	165.939762646	0
71	96	166.938307056	0
71	97	167.938698576	0
71	98	168.937648757	0
71	99	169.938472190	0
71	100	170.937909903	0
71	101	171.939082239	0
71	102	172.938926901	0
71	103	173.940333522	0
71	104	174.940767904	100.0000
71	105	175.942682399	2.6694
71	106	176.943754987	0
71	107	177.945951366	0
71	108	178.947324216	0
71	109	179.949879968	0
71	110	180.951970	0
71	111	181.955210	0
71	112	182.957570	0
71	113	183.961170	0
72	82	153.964250	0
72	83	154.962760	0
72	84	155.959247	0
72	85	156.958127	0
72	86	157.954055280	0
72	87	158.954003	0
72	88	159.950713588	0
72	89	160.950330852	0
72	90	161.947202977	0
72	91	162.947057	0
72	92	163.944422	0
72	93	164.944540	0
72	94	165.942250	0
72	95	166.942600	0
72	96	167.940630	0
72	97	168.941158567	0
72	98	169.939650	0
72	99	170.940490	0
72	100	171.939457980	0
72	101	172.940650	0
72	102	173.940040159	0.4545
72	103	174.941502991	0
72	104	175.941401828	14.7727
72	105	176.943220013	52.8409
72	106	177.943697732	76.9886
72	107	178.945815073	39.0341
72	108	179.946548760	100.0000
72	109	180.949099124	0
72	110	181.950552893	0
72	111	182.953531012	0
72	112	183.955447880	0
72	113	184.958780	0
72	114	185.960920	0
73	83	155.971689	0
73	84	156.968145	0
73	85	157.966368	0
73	86	158.962323090	0
73	87	159.961358	0
73	88	160.958372992	0
73	89	161.956556553	0
73	90	162.954316650	0
73	91	163.953570	0
73	92	164.950817	0
73	93	165.950470	0
73	94	166.948639	0
73	95	167.947787	0
73	96	168.945920	0
73	97	169.946090	0
73	98	170.944460	0
73	99	171.944739818	0
73	100	172.944590	0
73	101	173.944167937	0
73	102	174.943650	0
73	103	175.944740551	0
73	104	176.944471766	0
73	105	177.945750349	0
73	106	178.945934113	0
73	107	179.947465655	0.0120
73	108	180.947996346	100.0000
73	109	181.950152414	0
73	110	182.951373188	0
73	111	183.954009331	0
73	112	184.955559086	0
73	113	185.958550100	0
73	114	186.960410	0
73	115	187.963710	0
74	84	157.973939	0
74	85	158.972280	0
74	86	159.968369	0
74	87	160.967089	0
74	88	161.962750303	0
74	89	162.962532	0
74	90	163.958983810	0
74	91	164.958335962	0
74	92	165.955019896	0
74	93	166.954672	0
74	94	167.951863	0
74	95	168.951759	0
74	96	169.948473988	0
74	97	170.949460	0
74	98	171.948228837	0
74	99	172.948884	0
74	100	173.946160	0
74	101	174.946770	0
74	102	175.945590	0
74	103	176.946620	0
74	104	177.945848364	0
74	105	178.947071733	0
74	106	179.946705734	0.4239
74	107	180.948198054	0
74	108	181.948205519	85.7515
74	109	182.950224458	46.6254
74	110	183.950932553	100.0000
74	111	184.953420586	0
74	112	185.954362204	93.2507
74	113	186.957158365	0
74	114	187.958486954	0
74	115	188.961912220	0
74	116	189.963179541	0
75	85	159.981485	0
75	86	160.977661	0
75	87	161.975707	0
75	88	162.971375872	0
75	89	163.970319	0
75	90	164.967050268	0
75	91	165.965211372	0
75	92	166.962564	0
75	93	167.961609	0
75	94	168.958830	0
75	95	169.958163	0
75	96	170.955547	0
75	97	171.955285	0
75	98	172.953062	0
75	99	173.952114	0
75	100	174.951393	0
75	101	175.951570	0
75	102	176.950270	0
75	103	177.950851081	0
75	104	178.949981038	0
75	105	179.950787680	0
75	106	180.950064596	0
75	107	181.951211444	0
75	108	182.950821349	0
75	109	183.952524289	0
75	110	184.952955747	59.7444
75	111	185.954986529	0
75	112	186.955750787	100.0000
75	113	187.958112287	0
75	114	188.959228359	0
75	115	189.961816139	0
75	116	190.963123592	0
75	117	191.965960	0
76	86	161.983819	0
76	87	162.982048	0
76	88	163.977927	0
76	89	164.976475	0
76	90	165.971934911	0
76	91	166.971554	0
76	92	167.967832911	0
76	93	168.967076205	0
76	94	169.963569716	0
76	95	170.963040	0
76	96	171.960078	0
76	97	172.959791	0
76	98	173.956307704	0
76	99	174.957080	0
76	100	175.953757941	0
76	101	176.955045	0
76	102	177.953348225	0
76	103	178.953951	0
76	104	179.952308241	0
76	105	180.953274494	0
76	106	181.952186222	0
76	107	182.953110	0
76	108	183.952490808	0.488
76	109	184.954043023	0
76	110	185.953838355	3.8537
76	111	186.955747928	3.9024
76	112	187.955835993	32.4390
76	113	188.958144866	39.2683
76	114	189.958445210	64.3902
76	115	190.960927951	0
76	116	191.961479047	100.0000
76	117	192.964148083	0
76	118	193.965179314	0
76	119	194.968123889	0
76	120	195.969622550	0
77	88	164.987580	0
77	89	165.985506	0
77	90	166.980951577	0
77	91	167.979966	0
77	92	168.976390868	0
77	93	169.974441697	0
77	94	170.971779	0
77	95	171.970643	0
77	96	172.967707	0
77	97	173.966804	0
77	98	174.964279	0
77	99	175.963511	0
77	100	176.961170	0
77	101	177.960084944	0
77	102	178.959150	0
77	103	179.958555615	0
77	104	180.957642156	0
77	105	181.958127689	0
77	106	182.956814	0
77	107	183.957388318	0
77	108	184.956590	0
77	109	185.957951104	0
77	110	186.957360830	0
77	111	187.958851962	0
77	112	188.958716473	0
77	113	189.960592299	0
77	114	190.960591191	59.4896
77	115	191.962602198	0
77	116	192.962923700	100.0000
77	117	193.965075610	0
77	118	194.965976800	0
77	119	195.968379906	0
77	120	196.969636496	0
77	121	197.972280	0
77	122	198.973787159	0
78	90	167.988035	0
78	91	168.986421	0
78	92	169.981734918	0
78	93	170.981251	0
78	94	171.977376138	0
78	95	172.976499642	0
78	96	173.972811276	0
78	97	174.972276	0
78	98	175.969000	0
78	99	176.968453	0
78	100	177.964894223	0
78	101	178.965475	0
78	102	179.962023729	0
78	103	180.963177	0
78	104	181.961267637	0
78	105	182.961729	0
78	106	183.959851685	0
78	107	184.960753782	0
78	108	185.959432346	0
78	109	186.960697	0
78	110	187.959395697	0
78	111	188.960831900	0
78	112	189.959930073	0.0296
78	113	190.961684653	0
78	114	191.961035158	2.3373
78	115	192.962984504	0
78	116	193.962663581	97.3373
78	117	194.964774449	100.0000
78	118	195.964934884	74.8521
78	119	196.967323401	0
78	120	197.967876009	21.3018
78	121	198.970576213	0
78	122	199.971423885	0
78	123	200.974496467	0
78	124	201.975740	0
79	92	170.991183	0
79	93	171.990109	0
79	94	172.986398138	0
79	95	173.984325861	0
79	96	174.981552	0
79	97	175.980269	0
79	98	176.977215	0
79	99	177.975975	0
79	100	178.973412	0
79	101	179.972396	0
79	102	180.969948	0
79	103	181.968621416	0
79	104	182.967620	0
79	105	183.966776046	0
79	106	184.965806956	0
79	107	185.965997671	0
79	108	186.964562	0
79	109	187.965321662	0
79	110	188.964224300	0
79	111	189.964698757	0
79	112	190.963649239	0
79	113	191.964810107	0
79	114	192.964131745	0
79	115	193.965338890	0
79	116	194.965017928	0
79	117	195.966551315	0
79	118	196.966551609	100.0000
79	119	197.968225244	0
79	120	198.968748016	0
79	121	199.970717886	0
79	122	200.971640839	0
79	123	201.973788431	0
79	124	202.975137256	0
79	125	203.977705	0
79	126	204.979610	0
80	95	174.991411	0
80	96	175.987413248	0
80	97	176.986336874	0
80	98	177.982476325	0
80	99	178.981783	0
80	100	179.978322	0
80	101	180.977806	0
80	102	181.973935460	0
80	103	182.974561	0
80	104	183.970705219	0
80	105	184.971983	0
80	106	185.969460021	0
80	107	186.969785	0
80	108	187.967511693	0
80	109	188.968733187	0
80	110	189.966958568	0
80	111	190.967063110	0
80	112	191.965921572	0
80	113	192.966644169	0
80	114	193.965381832	0
80	115	194.966638981	0
80	116	195.965814846	0.5059
80	117	196.967195333	0
80	118	197.966751830	34.0641
80	119	198.968262489	57.3356
80	120	199.968308726	77.9089
80	121	200.970285275	44.5194
80	122	201.970625604	100.0000
80	123	202.972857096	0
80	124	203.973475640	22.9342
80	125	204.976056104	0
80	126	205.977498672	0
80	127	206.982577025	0
80	128	207.985940	0
81	96	176.996881	0
81	97	177.994637	0
81	98	178.991466	0
81	99	179.990194	0
81	100	180.986904	0
81	101	181.985610	0
81	102	182.982697	0
81	103	183.981760	0
81	104	184.979100	0
81	105	185.977549881	0
81	106	186.976170	0
81	107	187.975920	0
81	108	188.974290451	0
81	109	189.974473379	0
81	110	190.972261952	0
81	111	191.972770785	0
81	112	192.970548	0
81	113	193.971053	0
81	114	194.969650	0
